,Lyrics,Era
105,"


Chief Rocka, Chief Rocka
Chief Rocka, Chief Rocka


Boom shaka laka, yo, here comes the Chief Rocka
Rock it down, so jump up off the tip you're not my nucca
For sharper type to battle make the people say ooh ahh
Think I won't curse, I'll break down and say puta
?Hey, madrigon, sesa me bichafi mi chocha?
Say what I want because, I'm that type of guy
Now fam-a-lam, I'll be damned, slam jams the weak
Could it be the skunk weed that makes us oh so funky?
Now hold it let me choose, couldn't be the booze
No it's the shoes (the shoes?) It's gotta be the shoes!
Cause girlies, they clock, they stand around and jock
So I say boom shaka lak, grab the microphone then rock
To tell you the truth, when on the mic
I'll say anything that sounds good
Like ""drum pan, a drum pan sound over some uuuuh""
The Cat in the Hat and the mouse ran up the stairs
""That doesn't make no sense!""
C'mon who cares?
See even without the gift there's yours so don't be tryin to knock me
I say what I want to say, as long it sounds funky
Some MC's wanted to buy me, so they try to take stands
But they don't understand
I'm the motherfuckin man
I amaze and astound, rhythm up and down
Smack a group of them around
Let them know who wears the crown
Who's-the-tip-of-the-top, the-cream-of-the-crop, the-best-under-the-sun
I'm the Lord Chief Rocka, number one, Mr. Funkee


The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka​


Well umm, boom, shak-a-lak, I got the fragrance, the funk
Whew and it's smellin' up the hip-hop
A little bit of this, a little bit of that
Mixed a, little of this, and now I gotta rap
I'm the, Chief Rocka so I guess I am in charge
I freak it with a twist so you'll boom it in your cars
I'm the, one with the flow and the grip like G.I. Joe
I snatch, I grab, and then I grab the dough
See, if I was an Indian I'd still be the chief
The only other difference—I'd smoke weed in a leaf
To the hip, the hop, to the hibby, to the hibbidy
Hip-hop, oh no, I don't wanna go pop
I got, too much soul, rhythm and blues
R&B, ya see, all that's cool
But hip-hop and rap, yeah, that's where my heart's at
Even back when I used to break on a box
Backspins for backspin, even while I'm rappin'
Before I had a record, I always kept 'em clappin'
Freestylin on the block, now I Chief Rock
I always entertain, by diggin' in my crux
My brain, so if it's gonna rain let it rain
I spook you with the hit
Make you jump like House of Pain
Boogaloo boogaloo, shake and jump
And remember, remember, Chief Rocka won't front


The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka
The Lord Chief Rocka, number one, Chief Rocka


 Ay Mr. Funkee
 Whassup?
 Can I get assistance?
 For what?
 For what? Yo Jazz, flex a cut
Well back is the backer, I'm chillin' with my nucca
And if ya got beef, then you can live with Jimmy Hoffa like
 what goes up, must come down
 But not me clown
I cut 'em, crack a speaker when I'm pumpin'
So jump in, and watch your ears start hummin'
Through the block, and don't forget to boom shak shak-a-lak


Well damn DoItAll can I rock?
I hear a beat I grab the mic, and then I start this workin'
The kids around the way used to think that I was buggin'
But they don't understand how I feel about the funk
I walk with the funk, I talk with the funk
I eat with the funk, I sleep with the funk
I live for the funk, I'll die for the funk
So now what do they say, when I'm walkin up the block
Boom-shaka-laka there goes the Chief Rocka

",1980-2000
106,"




Ah yeah!
Da Fat Gangsta


You gotta flow, Joe, you gotta flow, Joe
You gotta, gotta, gotta, gotta let em know, Joe
You gotta flow, Joe, you gotta flow, Joe
You gotta, gotta, gotta, gotta let em know, Joe


Bust it, check it, watch how I wreck it
Niggas watch your back, shit is gettin hectic
I catch vibes like Count Basie, sucker won't face me
I'm so much flavor you can taste me
I'm underground like a gutter
You never catch me stutter, everybody knows that I'm butter
I'm not the man with sensitivity
The name is Fat Joe, the label's Relativity, huh
I chop a rapper like a meat cleaver
I'm burnin' hot, people think I have a fever, check it
If niggas wanna front, then come with it
If you're havin second thoughts, well then forget it, see
I dig in my crates, I don't perpatrates
I got shit sewn, like Billy Bathgate
Beware like Coco, yo I'm not a slow boat
Got so much dough I vacate in Acapulco
Crazy as they come I'm not the one
We can do this with the hands, or take it to the guns
You know I can flow, the name is Fat Joe
I can flow, I can flow, I can flow


You gotta flow, Joe, you gotta flow, Joe
You gotta, gotta, gotta, gotta let em know, Joe
You gotta flow, Joe, you gotta flow, Joe
You gotta, gotta, gotta, gotta let em know, Joe


Everybody knows Fat Joe's in town
Nuff respect for the Boogie Down
I'm livin in the Bronx on an ave called Trinity
My name rings bells within the vicinity
Peace to the money makers always plottin' mono
Together we gettin' dough, just like Lucky Luciano
People always tell me, yo, you're dope Joe
But I'm not a car, so I don't get gassed like Amoco
Never ate the paint, no I'm not a sucker
Never liked ball, so to Hell with the Rucker
Always on my own, never sweatin' nobody
Warm up a crowd like a bottle of Bacardi
I can kick it this way, I can kick it that away
I kick a funky style, from New York to Piscataway
Suckers best scram
Now in ninety-three, it's all about the Fat Man
Peace to Finesse, Showbiz and A.G
Gizmo, Little Hec', and Kool Mike-ski (say what?)
My crew from Uptown
And if you mess around, then you'll catch a beat down
See, I got this in a smash
If a rapper steps up, he'll get smoked like a blunt full of hash
My style of rap is legendary
Fuck with the man, then you'll end up in the cemetery
And that's word to Ma Duke
I never fake moves, I'll go out like a troop
So act like you know, the name is Fat Joe
I can flow, I can flow, I can flow


You gotta flow, Joe, you gotta flow, Joe
You gotta, gotta, gotta, gotta let em know, Joe
You gotta flow, Joe, you gotta flow, Joe
You gotta, gotta, gotta, gotta let em know, Joe


See, I rip the mic if you put me to a test
Troop it gets so bad, I make you wanna wear a vest
Cause I'm too hot to handle
Knockin' niggas out like Livingstone Bramble
Rappers come heavy, but yo I weigh a ton
I won't lose weight 'cause I'm not on the run
I'm on point like a sniper, hyper than the hyper
On the DL, overlooked by C-Cipher
Never get caught, I'm on top with my game
Flip a fat ride, there's no need for a train
Rappers come close, but they just can't make it
When it comes to the funk, you know I won't fake it
Peace to Serge, and my right hand Flex
And when I grab the mic nobody wants to rock next
The name is Fat Joe, cause Joe is livin' Fat
Niggas gettin' jealous cause I got a contract
But I don't sweat it, I know the style is raw
You can't compare me to a cornball
And you know I kick game like a hottie
Now in ninety-three, they should free John Gotti
If you step, battle and I'm gonna mash your toes
You know I got the flow


You gotta flow, Joe, you gotta flow, Joe
You gotta, gotta, gotta, gotta let em know, Joe
You gotta flow, Joe, you gotta flow, Joe
You gotta, gotta, gotta, gotta let em know, Joe
You gotta flow, Joe, you gotta flow, Joe
You gotta, gotta, gotta, gotta let em know, Joe

",1980-2000
107,"


It's on breaker 1, 2 mike checkin'
Flexin no half steppin
When I release the funky weapon
Like Ricochet ping ping ping
I make fans fell it even when I sing
The green eyed bandit coming funky with the tune yes
I'm blowing up like Tom Berenger in Platoon
I'm playing kinda ruff like Zapp
Whapp and E-Double smack to all the crossover raps black
Who ain't down with the format
When you should be wearing khakis and not dress slacks
That's wack
You trippin you better wake up and smell the coffee
And then back up off me
I serious I can't believe some people letting frontiers in
And then compare them equal boy you must be buggin
You lucky you don't catch a slug in the chest in
From the Smith and Wessons
Change the out look
Change the cover of the book
You hip hop crook and give back what you took
It's the Funk coming at cha
So don't let the crossover catch ya
Boy stay real

II

It's on again yeah about the fake hip hop trends
For those who can't comprehend just ask your friends
They know the real deal of rap music no frontin
You can't be talking loud and saying nothing
You must be true to the game you understand
And if not I could kill you man
For being false plus extra fake on the tape
Talking hardcore when you soft like a piece of cake
You can't put nothing pass me that horrendous cause
I've been here since strictly business
The era of Eric and Rakim, Biz, Public Enemy, Run-DMC
Whodini, The Beasties, Stetsa, Fresh Prince and Jazzy Jeff LL
When he was rockin bells
Sucker which fake emcee is rearranging the structure band
The motherfucker. And don't let this happen again
Cause rap could be gone the wind
So stay real

III

Yes I'm back Black for those who might be confused
And lost and don't wanna pay the cost
Of me hardcore style type a human being
On the microphone when I be emceeing
Some fake the Funk and Main Source know it
How do I know cause MTV shows it
Clowns that should be beat down on the spot
And catching nothing but speed knots the bumbadots
I insist we veto all fake emcees and wanna be's
That's worst than the AIDS disease
So wake up Spike Lee Joint
And don't be a knucklehead and get to the point
With the Funk and pump up the volume
Make the wild tune to make the party boom
Peace to Redman the Rap Funkadelic
The only emcee that's compared to Erick because I'm real

",1980-2000
108,"


(Hey yeah, I wanna shoop baby!)
How you doing baby?
No, not you, you, the bow-legged one, yeah
What’s your name?
Damn baby, that sounds sexy


Here I go, here I go, here I go again
Girls, what's my weakness, men
Ok then, chilling, chilling, minding my business
Yo Salt, I looked around and I couldn't believe this
I swear, I stared, my niece my witness
The brother had it going on with something kinda uh
Wicked, wicked, had to kick it
I'm not shy so I asked for the digits
A ho, no that don't make me
See what I want slip slide to it swiftly
Felt it in my hips so I dipped back to my bag of tricks
Then I flipped for a tip, make me wanna do tricks for him
Lick him like a lollipop should be licked
Came to my senses and I chilled for a bit
Don't know how you do the voodoo that you do
So well it's a spell, hell, makes me wanna shoop shoop shoop


Shoop shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop
Shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop


You're packed and you're stacked 'specially in the back
Brother, wanna thank your mother for a butt like that (thanks, Mom)
Can I get some fries with that shake-shake booty
If looks could kill you would be an Uzi
Or a shotgun - bang! What's up with that thang?
I wanna know, How does it hang?
Straight up, wait up, hold up, Mr. Lover
Like Prince said you're a sexy motha-
Well-a, I like 'em real wild, b-boy style by the mile
Smooth black skin with a smile
Bright as the sun, I wanna have some fun
Come and give me some of that yum-yum
Chocolate chip, honey dip, can I get a scoop?
Baby, take a ride in my coupe, you make me wanna


Shoop shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop
Shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop


Well let me bring you back to the subject, Pep's on the set
Make you get hot, make you work up a sweat
When you skip-to-my-lou, my darling
Not falling in love but I'm falling for your 
When I get ya betcha bottom dollar you were best under pressure

Getcha getcha lips wet cause it's time to have Pep


On your mark, get set, go, let me go, let me shoop
To the next man in the three-piece suit
I spend all my dough, ray me, cutie
Shoop shoop a-doobie like Scoobie Doobie Doo
I love you in your big jeans, you give me nice dreams
You make me wanna scream, ooo, oooo, oooo
I like what you do when you do what you do
You make me wanna shoop


Shoop shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop
Shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop


Oh my goodness, girl look at him
He is the cutest brother in here
And he's comin' this way, oooh


S and the P wanna get with me, cool (uh-huh)
But I'm wicked, G, (yeah) hit skins but never quickly (that's right)
I hit the skins for the hell of it, just for the yell I get
Mmm mmm mmm, for the smell of it
They want my bod, here's the hot rod (hot rod)
Twelve inches to a yard and have you sounding like a retard (yeah)
Big 'Twan Love-Her, six-two, wanna hit you
(So what you wanna do?)
What you wanna do?
(Mmmm, I wanna shoop)


Shoop shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop
Shoop ba-doop
Shoop ba-doop
Shoop ba-doop ba-doop ba-doop

Oh, you make me wanna shoop
Hey yeah, I wanna shoop, baby

",1980-2000
109,"

Yeee-hey, yeah
Alright
Come on now
Yeah
Talk to me
Yeah


What a man, what a man, what a man
What a mighty good man
Gotta say it again now
What a man, what a man, what a man
What a mighty good man
He's a mighty mighty good man
What a man, what a man, what a man
What a mighty good man
Yes he is
What a man, what a man, what a man
What a mighty good man
Yeah


I wanna take a minute or two, and give much respect due
To the man that's made a difference in my world
And although most men are ho's he flows on the down low
Cuz I never heard about him with another girl
But I don't sweat it because it's just pathetic
To let it get me involved in that he said/she said crowd
I know that ain't nobody perfect, I give props to those who deserve it
And believe me y'all, he's worth it
So here's to the future cuz we got through the past
I finally found somebody that can make me laugh
(Ha ha ha) You so crazy
I think I wanna have your baby


What a man, what a man, what a man
What a mighty good man
Yes, he is
What a man, what a man, what a man
What a mighty good man
He's a  mighty mighty good man
What a man, what a man, what a man
What a mighty good man
You gotta say it again now
What a man, what a man, what a man
What a mighty good man
Heeh


My man is smooth like Barry, and his voice got bass
A body like Arnold with a Denzel face
He's smart like a doctor with a real good rep
And when he comes home he's relaxed with Pep
He always got a gift for me everytime I see him
A lot of snot-nosed ex-flames couldn't be him
He never ran a corny line once to me yet
So I give him stuff that he'll never forget
He keeps me on Cloud Nine just like the Temps
He's not a fake wannabe tryin' to be a pimp
He dresses like a dapper don, but even in jeans
He's a God-sent original, the man of my dreams


Yes, my man says he loves me, never says he loves me not
Tryin' to rush me good and touch me in the right spot
See other guys that I've had, they tried to play all that mac (shit)
But every time they tried I said, ""That's not it""
But not this man, he's got the right potion
Baby, rub it down and make it smooth like lotion
Yeah, the ritual, highway to heaven
From seven to seven he's got me open like Seven Eleven
And yes, it's me that he's always choosin'
With him I'm never losin', and he knows that my name is not Susan
He always has heavy conversation for the mind
Which means a lot to me cuz good men are hard to find


What a man, what a man, what a man
What a mighty good man
He's a  mighty mighty good man
What a man, what a man, what a man
What a mighty good man
Say it again now
What a man, what a man, what a man
What a mighty good man
Ohh, uuuh
What a man, what a man, what a man
What a mighty good man
I said what a mighty good man
You know what I'm sayin', he's a mighty mighty good man
Y'all hear me, now check it out


My man gives real loving that's why I call him Killer
He's not a wham-bam-thank-you-ma'am, he's a thriller
He takes his time and does everything right
Knocks me out with one shot for the rest of the night
He's a real smooth brother, never in a rush
And he gives me goose pimples with every single touch
Spends quality time with his kids when he can
Secure in his manhood cuz he's a real man
A lover and a fighter and he'll knock a knucker out
Don't take him for a sucker cuz that's not what he's about
Every time I need him, he always got my back
Never disrespectful cuz his mama taught him that

I've got a good man


What a man, what a man, what a man
What a mighty good man
A mighty mighty good man
What a man, what a man, what a man
What a mighty good man
Yes he is
What a man, what a man, what a man
What a mighty good man
What a mighty good man
What a man, what a man, what a man
What a mighty good man

He's a mighty mighty good man
What a mighty mighty good man

Tell me like that sugar
Now break it down
I break it down one time

What a man, what a man
What a man, what a man
What a man, what a man

",1980-2000
110,"

Yeee-hey, yeah
Alright
Come on now
Yeah
Talk to me
Yeah


What a man, what a man, what a man
What a mighty good man
Gotta say it again now
What a man, what a man, what a man
What a mighty good man
He's a mighty mighty good man
What a man, what a man, what a man
What a mighty good man
Yes he is
What a man, what a man, what a man
What a mighty good man
Yeah


I wanna take a minute or two, and give much respect due
To the man that's made a difference in my world
And although most men are ho's he flows on the down low
Cuz I never heard about him with another girl
But I don't sweat it because it's just pathetic
To let it get me involved in that he said/she said crowd
I know that ain't nobody perfect, I give props to those who deserve it
And believe me y'all, he's worth it
So here's to the future cuz we got through the past
I finally found somebody that can make me laugh
(Ha ha ha) You so crazy
I think I wanna have your baby


What a man, what a man, what a man
What a mighty good man
Yes, he is
What a man, what a man, what a man
What a mighty good man
He's a  mighty mighty good man
What a man, what a man, what a man
What a mighty good man
You gotta say it again now
What a man, what a man, what a man
What a mighty good man
Heeh


My man is smooth like Barry, and his voice got bass
A body like Arnold with a Denzel face
He's smart like a doctor with a real good rep
And when he comes home he's relaxed with Pep
He always got a gift for me everytime I see him
A lot of snot-nosed ex-flames couldn't be him
He never ran a corny line once to me yet
So I give him stuff that he'll never forget
He keeps me on Cloud Nine just like the Temps
He's not a fake wannabe tryin' to be a pimp
He dresses like a dapper don, but even in jeans
He's a God-sent original, the man of my dreams


Yes, my man says he loves me, never says he loves me not
Tryin' to rush me good and touch me in the right spot
See other guys that I've had, they tried to play all that mac (shit)
But every time they tried I said, ""That's not it""
But not this man, he's got the right potion
Baby, rub it down and make it smooth like lotion
Yeah, the ritual, highway to heaven
From seven to seven he's got me open like Seven Eleven
And yes, it's me that he's always choosin'
With him I'm never losin', and he knows that my name is not Susan
He always has heavy conversation for the mind
Which means a lot to me cuz good men are hard to find


What a man, what a man, what a man
What a mighty good man
He's a  mighty mighty good man
What a man, what a man, what a man
What a mighty good man
Say it again now
What a man, what a man, what a man
What a mighty good man
Ohh, uuuh
What a man, what a man, what a man
What a mighty good man
I said what a mighty good man
You know what I'm sayin', he's a mighty mighty good man
Y'all hear me, now check it out


My man gives real loving that's why I call him Killer
He's not a wham-bam-thank-you-ma'am, he's a thriller
He takes his time and does everything right
Knocks me out with one shot for the rest of the night
He's a real smooth brother, never in a rush
And he gives me goose pimples with every single touch
Spends quality time with his kids when he can
Secure in his manhood cuz he's a real man
A lover and a fighter and he'll knock a knucker out
Don't take him for a sucker cuz that's not what he's about
Every time I need him, he always got my back
Never disrespectful cuz his mama taught him that

I've got a good man


What a man, what a man, what a man
What a mighty good man
A mighty mighty good man
What a man, what a man, what a man
What a mighty good man
Yes he is
What a man, what a man, what a man
What a mighty good man
What a mighty good man
What a man, what a man, what a man
What a mighty good man

He's a mighty mighty good man
What a mighty mighty good man

Tell me like that sugar
Now break it down
I break it down one time

What a man, what a man
What a man, what a man
What a man, what a man

",1980-2000
111,"

Yeee-hey, yeah
Alright
Come on now
Yeah
Talk to me
Yeah


What a man, what a man, what a man
What a mighty good man
Gotta say it again now
What a man, what a man, what a man
What a mighty good man
He's a mighty mighty good man
What a man, what a man, what a man
What a mighty good man
Yes he is
What a man, what a man, what a man
What a mighty good man
Yeah


I wanna take a minute or two, and give much respect due
To the man that's made a difference in my world
And although most men are ho's he flows on the down low
Cuz I never heard about him with another girl
But I don't sweat it because it's just pathetic
To let it get me involved in that he said/she said crowd
I know that ain't nobody perfect, I give props to those who deserve it
And believe me y'all, he's worth it
So here's to the future cuz we got through the past
I finally found somebody that can make me laugh
(Ha ha ha) You so crazy
I think I wanna have your baby


What a man, what a man, what a man
What a mighty good man
Yes, he is
What a man, what a man, what a man
What a mighty good man
He's a  mighty mighty good man
What a man, what a man, what a man
What a mighty good man
You gotta say it again now
What a man, what a man, what a man
What a mighty good man
Heeh


My man is smooth like Barry, and his voice got bass
A body like Arnold with a Denzel face
He's smart like a doctor with a real good rep
And when he comes home he's relaxed with Pep
He always got a gift for me everytime I see him
A lot of snot-nosed ex-flames couldn't be him
He never ran a corny line once to me yet
So I give him stuff that he'll never forget
He keeps me on Cloud Nine just like the Temps
He's not a fake wannabe tryin' to be a pimp
He dresses like a dapper don, but even in jeans
He's a God-sent original, the man of my dreams


Yes, my man says he loves me, never says he loves me not
Tryin' to rush me good and touch me in the right spot
See other guys that I've had, they tried to play all that mac (shit)
But every time they tried I said, ""That's not it""
But not this man, he's got the right potion
Baby, rub it down and make it smooth like lotion
Yeah, the ritual, highway to heaven
From seven to seven he's got me open like Seven Eleven
And yes, it's me that he's always choosin'
With him I'm never losin', and he knows that my name is not Susan
He always has heavy conversation for the mind
Which means a lot to me cuz good men are hard to find


What a man, what a man, what a man
What a mighty good man
He's a  mighty mighty good man
What a man, what a man, what a man
What a mighty good man
Say it again now
What a man, what a man, what a man
What a mighty good man
Ohh, uuuh
What a man, what a man, what a man
What a mighty good man
I said what a mighty good man
You know what I'm sayin', he's a mighty mighty good man
Y'all hear me, now check it out


My man gives real loving that's why I call him Killer
He's not a wham-bam-thank-you-ma'am, he's a thriller
He takes his time and does everything right
Knocks me out with one shot for the rest of the night
He's a real smooth brother, never in a rush
And he gives me goose pimples with every single touch
Spends quality time with his kids when he can
Secure in his manhood cuz he's a real man
A lover and a fighter and he'll knock a knucker out
Don't take him for a sucker cuz that's not what he's about
Every time I need him, he always got my back
Never disrespectful cuz his mama taught him that

I've got a good man


What a man, what a man, what a man
What a mighty good man
A mighty mighty good man
What a man, what a man, what a man
What a mighty good man
Yes he is
What a man, what a man, what a man
What a mighty good man
What a mighty good man
What a man, what a man, what a man
What a mighty good man

He's a mighty mighty good man
What a mighty mighty good man

Tell me like that sugar
Now break it down
I break it down one time

What a man, what a man
What a man, what a man
What a man, what a man

",1980-2000
112,"


Here we go here we go as the tune starts to bloom
With a phat phat phat chorus
1-2-3 if this is O.G
The freaks would ya move ya booties
The getto jam is about to slam
With some notes from the diggady D-E
As I key what's really goin on
Would ya reminisce with me-e


Saturday mornin' just gettin up
With a hangover smellin' like I fucked
I really can't remember cause I'm still kinda faded
So I close my eyes and thank God that I made it
Now I'm gettin flashbacks of some O.J
With a green glass, says Tanqueray
Took it to the head, gulped it down with the quickness
Now I need a bitch so I can handle my business
What do you know, a freak's in my reach
Threw her on the flo', stuck it in her deep
She's screamin and she's screamin and she's screamin, gettin hoarse
But then I busted a nut, and that was that
So kick the chorus




My homies are down, chillin' in the hood
But them hood bitches, well they ain't no good
To another man well she might be some good cat
But homies in the hood label her as a hood rat
She's scandalous
So those with game can fuck
And ooh, she'll clown your ass real fast, if you're quick to nut
And when you're in that thi-ing
She'll make a nigga si-ng
Duh-du-dway, duh-dum-dway, duh-dum-dway
But you don't hear me doe
Ain't nuthin wrong with being a Trojan man, when ya ridin
So let's kick the chorus please if ya like it




My homie's clownin' in his dope, yellow chevy
Too O.D.'ed to be dropped
Kenwood's kickin that funk in the trunk
Clean with the rag on top, yeah
Rollin down the 'Shaw, guess what we saw, some bitches
The finest one is on my nuts, she's blowing kisses
So I approached the freak of the week
And I played it like a game of blackjack
And for all that ass that she toted around
Well I offered a backpack
And since I'm a mack
Well you know how the story goes
So all ya hoes and their bros here we go



",1980-2000
113,"


Man, the scene was so thick
Lowriders, '77 Sevilles, El Dogs
Nothing but them 'Lacs
All the players, all the hustlers
I'm talking bout a black man heaven here, nahmsayin, yeah


It's beginning to look a lot like, what?
Follow my every step
Take notes on how I crept
I's bout to go in depth
This is the way I creep my season, here's my ghetto rep
I kept, to say the least no, no it can't cease
So I begin to piece my two and two together
Gots no snowy weather, have to find something to do better, bet
I said subtract, so shut up that, nonsense about some silent night
I gots it crunk, if it ain't real, ain't right
I'm like no matter what the season
Forever chill with Smith
I sip my fifth, I chill with Wesson, got my reasons
So tell me what did you expect
You thought I'd break my neck, to help y'all deck the halls
Oh naw, I got other means of celebrating
I'm getting blizzard at HoJo, I got that hoochie waiting
I made it through another year can't ask for nothing much more
It's OutKast for the books I thought you knew so now you know, let's go


All the players came from far and wide
Wearing afros and braids, kicking them gangsta rides
Now I'm here to tell you there's a better day
When the player's ball is happening, all day ery'day


Halle-lu-jah, halle-lu-jah
Y'know I do some things more different than I used to
'Cause I'm a player, doing what the players do
The package store was closed, okay my day is ruined
This is ridiculous, I'm getting serious, I'm getting curious
'Cause the house is smelling stank, the chitlins old as bitches
I made no wishes cause I'm mobbing folk niggas in the back
Getting tipsy off the nog and high as hell off the contact smoke
They having a smoke out in my back seat
They passing herb rewinding verses 'cause it's in the air
I hit the parks, I hit the cuts, I'm hitting switches
'Cause I'm switching from side to side looking for hoes and snitches
I'm wide open on the freeway, my pager broke my vibe
'Cause a junkie is a junkie three-sixty-five
It's just another day of work to me the spirit just ain't in me
Grab my pistol and my ounce see what them junkies gotta give me
'Cause it's like that, yeah
Forever pimpin', never slippin', that's how it is


All the players came from far and wide
Wearing afros and braids, kicking them gangsta rides
Now I'm here to tell you there's a better day
When the player's ball is happening, all day ery'day


Ain't no chimneys in the ghetto so I won't be hanging my socks on no chimney
I'm fit as a tick, fix me a plate, I got the remedy
Some greens and that ham, not
Don't need no ham hocks, don't play me like I'm smoking rocks
I got the munchies, we got the Mary Jane in the Dungeon
Just to let you niggas know in '93, that's how we coming
So ho ho hoes, check my king-ass 'fro
The gin and juice has got me tipsy so, um


It goes, give me ten, and I'll serve you then, now we bend
The corner in my Cadillac
My heart does not go pitty-pat for no rat
I'm leaning back, my elbow's out the window
Coke, rum and indo fills my body, where's the party?
We roll deep, we dip to Underground, see a lot of hoes around
I spit my game while waiting countdown
A five, fo', a three, two, here comes the one
A new year has begun, P-Funk, spark another one


All the players came from far and wide
Wearing afros and braids, kicking them gangsta rides
Now I'm here to tell you there's a better day
When the player's ball is happening, all day ery'day


Here's a little something for the players out there hustling
Getting down for theirs
From East Point, College Park, Decatur, Da 'Briar
You know, niggas worldwide
Down, for theirs


All the players came from far and wide
Wearing afros and braids, kicking them gangsta rides
Now I'm here to tell you there's a better day
When the player's ball is happening, all day ery'day

",1980-2000
114,"


One for the money, yes, sir, two for the show
A couple of years ago on Headland and Delowe
Was the start of something good
Where me and my nigga rode the MARTA through the hood
Just tryna find that hook up
Now everyday we looked up at the ceiling
Watching ceiling fans go 'round, tryna catch that feeling
Off instrumentals, had my pencil and plus my paper
We caught the 86 Lithonia headed to Decatur
Writing rhymes, tryna find our spot off in that light
Light off in that spot, knowing that we could rock
Doing the hole in the wall clubs, this shit here must stop
Like ""Freeze!"" We making the crowd move
But we not making no G's and that's a no-no


Check it, a one-two, a one-two dope niggas in the Cadillac
They call us, went from Player's Ball to ballers
Putting the South up on the map was like Little Rock to banging
Niggas say mothafuck that playin, they payin, we stayin, layin vocals
Locales done made it with them big boys up in this industry
""OutKast, yeah, them niggas, they making big noise""
Over a million sold to this day, niggas they take it lightly
'96 gon' be that year that all y'all playa haters can bite me
I'm out this bitch


Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors


Back in the day, when I was younger, hunger
Looking to fill me belly with that Rally's bullshit
Pull shit off, like it was supposed to be pulled
Full as a tick, I was stoned like them white boys
Smoking them White Golds before them blunts got crunk
Chunky asses, passes getting thrown like Hail Mary's
And they looking like Halle Berry's
So so fine, intertwined, but we ain't sipping wine
We's just chilling, I'm the rabid villain, and I'm so high
Smoking freely, me, Lil B, Reek, Mone and Shug
And my little brother James, thangs changed in the hood
Where I live at, them rats know, ""Momma I want to sing
But momma I want to trick, and momma I'm sucking dicks now""
We moving on up in the world like elevators
Me and the crew, we pimps like '82
Me and you like Tony Toni Tone
Like this, East Point and we gone


Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors


Got stopped at the mall the other day
Heard a call from the other way that I just came from
Some nigga was saying something, talking 'bout smoke something ""Hey man, you remember me from school?"" ""No not really""
But he kept smiling like a clown, facial expression looking silly
And he kept asking me, ""What kinda car you drive?
I know you paid, I know y'all got beaucoup of hoes
From all them songs that y'all done made""
And I replied that I had been going through the same things that he had
True, I've got more fans than the average man
But not enough loot to last me to the end of the week
I live by the beat like you live check-to-check
If it don't move your feet then I don't eat so we like neck-to-neck
Yes, we done come a long way like them slim-ass cigarettes
From Virginia, this ain't gon' stop, so we just gon' continue


Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you
Your momma and your cousin too
Rolling down the strip on Vogues
Coming up, slamming Cadillac doors
Me and you

",1980-2000
